📸 上传照片或使用摄像头,📊 AI 识别结果,timestamp
,"{""label"": ""\u8bf7\u4e0a\u4f20\u56fe\u7247"", ""confidences"": [{""label"": ""\u8bf7\u4e0a\u4f20\u56fe\u7247"", ""confidence"": 1.0}]}",2026-05-07 15:26:28.906235
